#{"t_start": 1783117055.9462988, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,terminal_stop_command_accepted,terminal_yaw_error,terminal_yaw_penalty,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,mean_action_norm,max_action_norm,mean_xy_action_norm,max_xy_action_norm,last_action_vx,last_action_vy,last_action_vz,last_action_vyaw,reset_method,reset_path,reset_service_attempted,reset_failure_class,reset_position_error,reset_yaw_error,reset_service_status,vertical_safety_penalty,low_altitude_guard_active
-30.967693,31,135.815455,False,5.794144455626901,True,False,2.5095639750039367,out_of_bounds,True,0.13034494838394606,0.0,1.657487899279528,3.7718275478679257,1.6009210168196817,1.1547059314509658,30,30,1.0,1.112107467137292,1.793711581496792,0.5585822572702155,0.7071067811865476,-0.1563388556241989,0.5,0.28824469447135925,0.466892272233963,simulator_service,service_success,True,,0.0111,0.0,service_success,0.0,False
-20.85637,7,141.828828,False,8.245240515783534,True,False,2.5110317130211706,out_of_bounds,True,0.8257306310245869,0.0,0.508747313172709,0.6070864430022258,0.508747313172709,2.113735943839344,7,7,1.0,1.2065375205218156,1.793711581496792,0.5357606227437389,0.7071067811865476,0.5,-0.5,0.5,1.5707963705062866,simulator_service,service_success,True,,0.0106,0.0001,service_success,0.0,False
-27.13433,26,151.843575,False,3.201108831678684,True,False,2.500955407069287,out_of_bounds,True,0.11068866072373815,0.0,1.9793288289322353,3.943686618585212,1.9793288289322353,1.196036709268759,26,26,1.0,1.358988120872818,1.793711581496792,0.656937254291327,0.7071067811865476,0.4615647792816162,0.34181636571884155,0.3472611606121063,0.6165180206298828,simulator_service,service_success,True,,0.0109,0.0001,service_success,0.0,False
-20.35067,8,158.353667,False,6.776157654399613,True,False,2.520631625793684,out_of_bounds,True,0.7796527944978153,0.0,0.870590650485217,0.9658927113269199,0.870590650485217,1.9787113567917707,8,8,1.0,1.7311575551629996,1.793711581496792,0.6703820671824555,0.7071067811865476,-0.5,-0.5,0.023573854938149452,-1.5707963705062866,simulator_service,service_success,True,,0.0105,0.0001,service_success,0.0,False
-42.392982,57,174.768324,False,5.293961932595677,True,False,1.42761049311076,out_of_bounds,True,0.1126484882875786,0.0,4.228066688400552,7.660110010531285,4.228066688400552,1.1618991874631075,57,57,1.0,1.1636230009082047,1.7770972594438796,0.6082983985921413,0.7071067811865476,-0.5,-0.5,-0.1190534308552742,1.0007137060165405,simulator_service,service_success,True,,0.0098,0.0004,service_success,0.0,False
-18.42614,9,181.474631,False,4.245916962072174,True,False,2.514245670475853,out_of_bounds,True,0.632968591120616,0.0,0.9213959023502412,1.129113742054307,0.9213959023502412,1.8205706209716084,9,9,1.0,1.1400358593500464,1.2375095014784858,0.7071067811865477,0.7071067811865476,-0.5,0.5,0.5,0.6521927118301392,simulator_service,service_success,True,,0.0091,0.0001,service_success,0.0,False
-70.98909,60,198.899699,False,9.213477978430824,True,False,2.2364581082218504,out_of_bounds,True,0.1853662733587241,0.0,2.121962935165072,9.547500025124364,2.130708149626193,1.1166586148948752,60,60,1.0,1.29577804649674,1.793711581496792,0.6769218865502504,0.7071067811865476,0.5,-0.5,0.5,0.8792314529418945,simulator_service,service_success,True,,0.0081,0.0,service_success,0.0,False
-24.21628,19,208.025268,False,4.749868264030761,True,False,2.5089538037537724,out_of_bounds,True,0.11703998762336217,0.0,1.6181122108465353,2.308008729672688,1.6181122108465353,1.6943042413679232,19,19,1.0,1.1715792459449077,1.7268458165747875,0.5255381589279784,0.7071067811865476,0.351263165473938,0.1865653395652771,0.26645180583000183,-0.24899832904338837,simulator_service,service_success,True,,0.0075,0.0,service_success,0.0,False
-25.48059,17,216.733903,False,6.5170617096321175,True,False,2.222528052054399,out_of_bounds,True,0.3363566730509142,0.0,1.482161176070563,2.563329694976301,1.482161176070563,1.2326951537683875,17,17,1.0,1.216992238349065,1.5503394194196924,0.6829565542566278,0.7071067811865476,-0.5,-0.5,0.5,-0.5732691287994385,simulator_service,service_success,True,,0.0073,0.0,service_success,0.0,False
-21.796564,9,223.642085,False,7.091301499998248,True,False,2.5346578323267,out_of_bounds,True,0.19466102658881923,0.0,1.0485160185563132,1.0646203244471197,1.0485160185563132,1.7991379727931633,9,9,1.0,1.4526257721288662,1.5502784458205086,0.5596418262786997,0.7071067811865476,0.5,-0.5,-0.2854238748550415,-1.2035715579986572,simulator_service,service_success,True,,0.0067,0.0,service_success,0.0,False
-64.963806,74,244.053394,False,4.481873631572418,True,False,2.533195530893846,out_of_bounds,True,0.2412934727764333,0.0,2.8597916712199516,10.015237781345412,2.8597916712199516,1.1350924499962654,74,74,1.0,1.273902632364976,1.793711581496792,0.5648556789854388,0.7071067811865476,-0.15523698925971985,-0.5,0.5,0.8619122505187988,simulator_service,service_success,True,,0.0056,0.0004,service_success,0.0,False
-31.117554,86,266.661485,False,1.2080394549139115,True,False,2.5430724947068155,out_of_bounds,True,0.7032011394498515,0.0,2.138441478409277,10.515918045518612,3.7396699379703917,1.0848755365788258,86,86,1.0,0.8837158776878733,1.6789144940134646,0.49744526672332456,0.7071067811865476,0.5,0.15070754289627075,0.5,-0.08547808229923248,simulator_service,service_success,True,,0.0056,0.0002,service_success,0.0,False
-21.286901,8,273.67892,False,7.466143306904471,True,False,2.5627899984682996,out_of_bounds,True,0.8767353753450425,0.0,0.9596491130310917,1.0019551429232245,0.9596491130310917,1.9718073366169224,8,8,1.0,1.6423606381064468,1.772973842260199,0.6314120111578467,0.7071067811865476,-0.5,0.5,-0.5,0.16160957515239716,simulator_service,service_success,True,,0.0066,0.0001,service_success,0.0,False
-47.4918,38,286.905583,False,8.600866514237419,True,False,1.2846270328069824,out_of_bounds,True,0.7755859576857126,0.0,1.973321167482925,5.902591580567277,1.973321167482925,1.084044890810466,38,38,1.0,1.1359421216728596,1.5068447249512193,0.6870115243425341,0.7071067811865476,-0.5,-0.5,0.5,-1.0440338850021362,simulator_service,service_success,True,,0.0043,0.0002,service_success,0.0,True
-18.889381,15,295.5208,False,2.0183393693311684,True,False,2.5390330938936025,out_of_bounds,True,0.044164208398181214,0.0,1.6869872644076782,1.883438011790003,1.6869872644076782,1.2820690094324376,15,15,1.0,0.8561172408522887,0.9742379680717702,0.49938490366773897,0.6232936030406292,-0.5,0.010639265179634094,0.5,0.19850920140743256,simulator_service,service_success,True,,0.0034,0.0001,service_success,0.0,False
-19.468126,20,305.235293,False,1.4944751626081894,True,False,2.5435956891623213,out_of_bounds,True,0.9192764987181217,0.0,1.1119529062391917,2.077159884176342,1.1119529062391917,1.4827293084191613,20,20,1.0,0.7042571519170218,1.0627002103379326,0.5097491631808684,0.7071067811865476,0.5,0.5,0.5,-0.45601487159729004,simulator_service,service_success,True,,0.0024,0.0,service_success,0.0,False
-21.639786,12,313.448005,False,5.919208781989347,True,False,1.7616757396370277,out_of_bounds,True,0.14103235784443507,0.0,1.162180257769285,1.623364218254574,1.162180257769285,1.5736650822185692,12,12,1.0,1.0878274480381418,1.1473235149601964,0.6081870530563496,0.7071067811865476,0.5,-0.5,-0.22911709547042847,-0.7488306760787964,simulator_service,service_success,True,,0.0031,0.0003,service_success,0.0,False
-18.94759,10,321.145114,False,3.5077079336378145,True,False,2.507953559403357,out_of_bounds,True,0.2695311998435671,0.0,0.9615901180726142,1.1817302422057443,0.9615901180726142,1.874566220138587,10,10,1.0,1.186594354859751,1.5755428120229868,0.6170923470466831,0.7007031239331585,-0.21783219277858734,-0.5,0.37789544463157654,-0.8198623657226562,simulator_service,service_success,True,,0.0021,0.0001,service_success,0.0,False
-32.987022,20,331.076252,False,8.931701258062073,True,False,2.5474417092402137,out_of_bounds,True,0.8164099125960101,0.0,1.822972301823792,2.9218306545791153,1.9334212135506894,1.1991287609846892,20,20,1.0,0.9043491456356925,1.2322642456577133,0.6020315757944186,0.7071067811865476,0.3835897147655487,-0.5,0.5,0.9334527850151062,simulator_service,service_success,True,,0.0025,0.0001,service_success,0.0,False
-20.37926,9,338.792659,False,6.0230628106452935,True,False,2.567524888800756,out_of_bounds,True,0.045855687121400535,0.0,0.9248743811511044,1.1584071743551938,0.9248743811511044,1.8500561197258876,9,9,1.0,0.8951194991767234,1.0180887772689613,0.6186501139214572,0.7071067811865476,-0.5,-0.28776004910469055,0.4951854646205902,-0.3534433841705322,simulator_service,service_success,True,,0.0021,0.0,service_success,0.0,False
